position,player,bye,points_year,points_week,vorp,max_bid,tier
QB,Patrick Mahomes,10,498.92999999999995,31.183124999999997,5.951249999999995,53.56124999999995,1
QB,Lamar Jackson,8,493.2866666666667,30.830416666666668,5.598541666666666,50.38687499999999,1
QB,Dak Prescott,10,455.42999999999995,28.464374999999997,3.2324999999999946,29.09249999999995,2
QB,Deshaun Watson,8,437.92333333333335,27.370208333333334,2.138333333333332,19.244999999999987,2
QB,Russell Wilson,6,431.2166666666667,26.95104166666667,1.7191666666666663,15.472499999999997,2
QB,Kyler Murray,8,429.9233333333333,26.87020833333333,1.6383333333333283,14.744999999999955,2
QB,Drew Brees,6,427.50333333333333,26.718958333333333,1.4870833333333309,13.383749999999978,2
QB,Matt Ryan,10,426.93999999999994,26.683749999999996,1.451874999999994,13.066874999999946,2
QB,Tom Brady,13,426.1466666666667,26.63416666666667,1.4022916666666667,12.620625,2
QB,Carson Wentz,9,418.8633333333333,26.17895833333333,0.9470833333333282,8.523749999999954,2
QB,Ben Roethlisberger,8,411.74333333333334,25.733958333333334,0.5020833333333314,4.518749999999983,3
QB,Aaron Rodgers,5,411.5333333333333,25.72083333333333,0.48895833333332916,4.4006249999999625,3
QB,Matthew Stafford,5,408.5633333333333,25.53520833333333,0.30333333333332746,2.729999999999947,3
QB,Daniel Jones,11,405.06,25.31625,0.08437499999999787,1,3
QB,Josh Allen,11,403.71000000000004,25.231875000000002,0,1,3
QB,Jared Goff,9,401.1733333333333,25.07333333333333,-0.1585416666666717,1,3
QB,Gardner Minshew,7,397.43000000000006,24.839375000000004,-0.3924999999999983,1,3
QB,Cam Newton,6,395.84000000000003,24.740000000000002,-0.4918750000000003,1,3
QB,Joe Burrow,9,391.5033333333334,24.468958333333337,-0.7629166666666656,1,3
QB,Baker Mayfield,9,387.7166666666667,24.23229166666667,-0.9995833333333337,1,3
QB,Kirk Cousins,7,386.70666666666665,24.169166666666666,-1.0627083333333367,1,3
QB,Ryan Tannehill,7,385.34333333333336,24.083958333333335,-1.1479166666666671,1,3
QB,Jimmy Garoppolo,11,379.33000000000004,23.708125000000003,-1.5237499999999997,1,4
QB,Derek Carr,6,375.43,23.464375,-1.7675000000000018,1,4
QB,Dwayne Haskins,8,370.52,23.1575,-2.0743750000000034,1,4
QB,Philip Rivers,7,366.7066666666666,22.919166666666662,-2.3127083333333402,1,4
QB,Drew Lock,8,365.12666666666667,22.820416666666667,-2.4114583333333357,1,4
QB,Teddy Bridgewater,13,357.15999999999997,22.322499999999998,-2.9093750000000043,1,4
QB,Sam Darnold,11,342.41,21.400625,-3.8312500000000007,1,4
QB,Ryan Fitzpatrick,11,268.85,16.803125,-8.42875,1,5
QB,Tyrod Taylor,10,268.2366666666667,16.764791666666667,-8.467083333333335,1,5
QB,Mitchell Trubisky,11,222.3366666666667,13.896041666666669,-11.335833333333333,1,5
QB,Nick Foles,11,174.88666666666666,10.930416666666666,-14.301458333333336,1,6
QB,Justin Herbert,10,162.57666666666665,10.161041666666666,-15.070833333333336,1,6
QB,Tua Tagovailoa,11,159.33,9.958125,-15.273750000000001,1,6
QB,Taysom Hill,6,28.846666666666664,1.8029166666666665,-23.428958333333334,1,6
